date,year,type,country,area,location,activity,sex,injury,fatal_(y/n),time,species,href,species_sorted,age3,month_attack
25-Aug-1960,1960.0,Invalid,USA,Texas,30 miles east of Corpus Christi,Aircraft crashed into sea,M,"Partial human remains spotted by helicopter, shark involvement, if any, may have been post-mortum",NaN,,Shark involvement prior to death was not confirmed,http://sharkattackfile.net/spreadsheets/pdf_directory/1958.09.13-sailor.pdf,,15.891662296748285,Aug
24-Aug-1960,1960.0,Unprovoked,USA,Connecticut,"Off Eames Monument, Bridgeport, Fairfield County",Free diving,M,Superficial laceration of left arm,N,Afternoon,nan,http://sharkattackfile.net/spreadsheets/pdf_directory/1958.09.06-Munn.pdf,,38,Aug
Reported 22-Aug-1960,1960.0,Unprovoked,PAPUA NEW GUINEA,Milne Bay Province,,Free-diving,M,Lost left arm,N,,nan,http://sharkattackfile.net/spreadsheets/pdf_directory/1958.09.01-Leszczak.pdf,,23.75734563537978,Aug
22-Aug-1960,1960.0,Unprovoked,USA,New Jersey,"Seaside Park, Ocean County",,M,Knee ripped to bone,N,,nan,http://sharkattackfile.net/spreadsheets/pdf_directory/1958.08.01-Keller.pdf,,14,Aug
21-Aug-1960,1960.0,Unprovoked,USA,New Jersey,"Sea Girt, Monmouth County",Standing in knee-deep water,M,"Lower right leg bitten, surgically amputated 10 days later",N,Afternoon,nan,http://sharkattackfile.net/spreadsheets/pdf_directory/1958.07.31-Dreufus.pdf,,24,Aug
14-Aug-1960,1960.0,Invalid,MOZAMBIQUE,Delagoa Bay,Bella Vista,boat with 46 people on board capsized,NaN,1  survivor,NaN,,Shark involvement not confirmed,http://sharkattackfile.net/spreadsheets/pdf_directory/1958.07.27.b-RobertLawton.pdf,,18.198059174988337,Aug
10-Aug-1960,1960.0,Provoked,USA,Florida,Key Largo Sound,Holding shark on leader & dangling it above the water,M,Right hand bitten by hooked shark PROVOKED INCIDENT,N,Evening,"Lemon shark, 1164 mm, immature male, identified by  V.G. Springer",http://sharkattackfile.net/spreadsheets/pdf_directory/1958.07.27.a-DouglasLawton.pdf,Lemon shark,15,Aug
04-Aug-1960,1960.0,Provoked,ENGLAND,In the English Channel ,Off the south Devon coast,Helping angler land a shark,M,Arm lacerated elbow to wrist PROVOKED INCIDENT,N,,80-lb hooked shark,http://sharkattackfile.net/spreadsheets/pdf_directory/1958.07.10-Escartin.pdf,,25,Aug
04-Aug-1960,1960.0,Unprovoked,USA,Delaware,"Mispillion Light, Delaware Bay","Fishing, Struck by another shark when removing shark from line",M,Hand lacerated,N,,2.4 m [8'] shark,http://sharkattackfile.net/spreadsheets/pdf_directory/1958.07.08-Nakatani.pdf,8' shark,46,Aug
Aug-1960,1960.0,Unprovoked,USA,South Carolina,Parris Island,Swimming from camp,M,FATAL,Y,,nan,http://sharkattackfile.net/spreadsheets/pdf_directory/1958.07.04.b-Robinson.pdf,,44.76001996316107,Aug
27-Jul-1960,1960.0,Unprovoked,PAPUA NEW GUINEA,Milne Bay Province,"Taupota, Samarai ",Spearfishing,M,"Arm severed, torso severely  lacerated",N,,nan,http://sharkattackfile.net/spreadsheets/pdf_directory/1958.07.04.a-Brown.pdf,,25,Jul
05-Jul-1960,1960.0,Unprovoked,USA,Mississippi,Mississippi City,Pulling raft out to ride to shore,M,Leg bitten,N,,nan,http://sharkattackfile.net/spreadsheets/pdf_directory/1958.07.02-Hamlin.pdf,,17,Jul
03-Jul-1960,1960.0,Provoked,USA,Virginia,Hog Island,"Fishing, tossing netted shark onboard",M,Right arm bitten  PROVOKED INCIDENT,N,Afternoon,"""sand shark""",http://sharkattackfile.net/spreadsheets/pdf_directory/1958.07.01-Toapindak.pdf,,41,Jul
02-Jul-1960,1960.0,Unprovoked,PAPUA NEW GUINEA,Madang,"Bimat, Bogia",Fishing,M,Right buttock slashed,N,,nan,http://sharkattackfile.net/spreadsheets/pdf_directory/1958.07.00.a-NV-Sarasota.pdf,,40.404287171875744,Jul
29-Jun-1960,1960.0,Provoked,USA,South Carolina,"Little River Beach, Horry County",Surf fishing,M,"Lacerations to calf, wrist & thumb by hooked shark. PROVOKED INCIDENT",N,Afternoon,7' shark,http://sharkattackfile.net/spreadsheets/pdf_directory/1958.06.26-Cockerill.pdf,7' shark,29.14548400148573,Jun
27-Jun-1960,1960.0,Provoked,NEW ZEALAND,Cook Strait,Tory Channel,Shark fishing,NaN,Harpooned shark bit boat PROVOKED INCIDENT,N,,"White shark, 15'2"" ",http://sharkattackfile.net/spreadsheets/pdf_directory/1958.06.24-Mahala.pdf,White shark,16.846873545344494,Jun
27-Jun-1960,1960.0,Provoked,NORTH SEA,"Unknown, treated at Wick, SCOTLAND","On board  East German fishing trawler, I Mai",Fishing,M,Right arm bitten by shark taken onboard in net PROVOKED INCIDENT,N,,"""A small shark""",http://sharkattackfile.net/spreadsheets/pdf_directory/1958.06.17-Irving.pdf,,18,Jun
24-Jun-1960,1960.0,Unprovoked,USA,Florida,"2 miles east of Dania Beach, Broward County",Scuba diving,M,"No injury, shark harrassed diver & attempted to bite his swimfins",N,Morning,"Mako shark, 1.8 m to 2.1 m [6' to 7']  with hook & wire leader caught in mouth",http://sharkattackfile.net/spreadsheets/pdf_directory/1958.06.15-Swimmers.pdf,Mako shark,39,Jun
07-Jun-1960,1960.0,Invalid,USA,California,"10 miles off Santa Barbara, Santa Barbara County","Testing classified underwater electronic gear for Raytheon Corporation, vessel torn apart by explosion",M,"Legs & arms bitten, coroner unable to determine if injuries occurred before death.",NaN,,Shark involvement prior to death was not confirmed,http://sharkattackfile.net/spreadsheets/pdf_directory/1958.06.02-McGregor-Franken.pdf,,37,Jun
07-Jun-1960,1960.0,Invalid,USA,California,"10 miles off Santa Barbara, Santa Barbara County","Testing classified underwater electronic gear for Raytheon Corporation, vessel torn apart by explosion",M,"Legs & arms bitten, coroner unable to determine if injuries occurred before death.",NaN,,Shark involvement prior to death was not confirmed,http://sharkattackfile.net/spreadsheets/pdf_directory/1958.06.02-McGregor-Franken.pdf,,67,Jun
07-Jun-1960,1960.0,Invalid,USA,California,"10 miles off Santa Barbara, Santa Barbara County","Testing classified underwater electronic gear for Raytheon Corporation, vessel torn apart by explosion",M,"Legs & arms bitten, coroner unable to determine if injuries occurred before death.",NaN,,Shark involvement prior to death was not confirmed,http://sharkattackfile.net/spreadsheets/pdf_directory/1958.06.02-McGregor-Franken.pdf,,35,Jun
07-Jun-1960,1960.0,Invalid,USA,California,"10 miles off Santa Barbara, Santa Barbara County","Testing classified underwater electronic gear for Raytheon Corporation, vessel torn apart by explosion",M,"Legs & arms bitten, coroner unable to determine if injuries occurred before death.",NaN,,Shark involvement prior to death was not confirmed,http://sharkattackfile.net/spreadsheets/pdf_directory/1958.06.02-McGregor-Franken.pdf,,27,Jun
07-Jun-1960,1960.0,Invalid,USA,California,"10 miles off Santa Barbara, Santa Barbara County","Testing classified underwater electronic gear for Raytheon Corporation, vessel torn apart by explosion",M,"Legs & arms bitten, coroner unable to determine if injuries occurred before death.",NaN,,Shark involvement prior to death was not confirmed,http://sharkattackfile.net/spreadsheets/pdf_directory/1958.06.02-McGregor-Franken.pdf,,27,Jun
05-Jun-1960,1960.0,Unprovoked,PHILIPPINES,Corregidor Island,,"Diving for shells, saw shark circling wife near the surface, intercepted shark & it pulled him beneath the water",M,"FATAL, body not recovered",Y,Morning,nan,http://sharkattackfile.net/spreadsheets/pdf_directory/1958.04.30-Bowers.pdf,,58,Jun
04-Jun-1960,1960.0,Unprovoked,USA,Georgia,"North picnic area, Jekyll Island, Glynn County",Swimming,M,Lower left leg & foot bitten,N,Afternoon,nan,http://sharkattackfile.net/spreadsheets/pdf_directory/1958.04.19-Chang.pdf,,24,Jun
29-May-1960,1960.0,Unprovoked,PANAMA,San Blas Islands,Off Diable Island,"Spearfishing, free diving, possibly ascended into path of cruising shark",M,Face lacerated,N,Morning,nan,http://sharkattackfile.net/spreadsheets/pdf_directory/1958.04.05-Bester.pdf,,27,May
24-May-1960,1960.0,Unprovoked,BERMUDA,Paget,Elbow Beach /  Coral Beach,Free diving but treading water at surface,M,Foot bitten,N,Afternoon,"Dusky shark, 2.7 m [9'] dusky shark C. obscurus identified by S. Springer on tooth recovered",http://sharkattackfile.net/spreadsheets/pdf_directory/1958.04.03-Badenhorst.pdf,Dusky shark,25,May
19-May-1960,1960.0,Unprovoked,USA,California,"Aptos, Santa Cruz County",Swimming ,F,"Left leg bitten, surgically amputated below the knee",N,Afternoon,"White shark, 4 m to 5 m [13' to 16.5'] ",http://sharkattackfile.net/spreadsheets/pdf_directory/1958.04.00-Nasigilatu.pdf,White shark,16,May
16-May-1960,1960.0,Provoked,USA,Florida,"Lignum Vitae Channel, Florida Keys, Monroe County",,NaN,"No injury, harpooned shark bit hull, leaving tooth fragments. PROVOKED INCIDENT",N,,"Lemon shark, 1.8 m [6'] male, N. breviostris, identified by W.A. Stark II, later the same day a 6'8"" pregnant female lemon shark bit the bow of the boat",http://sharkattackfile.net/spreadsheets/pdf_directory/1958.02.19-Blair.pdf,Lemon shark,13.697505527294904,May
01-May-1960,1960.0,Unprovoked,PAPUA NEW GUINEA,Madang,Taludig,,NaN,FATAL,Y,,nan,http://sharkattackfile.net/spreadsheets/pdf_directory/1958.02.01-Gerringer.pdf,,27.841922348582656,May
30-Apr-1960,1960.0,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Amanzimtoti,Treading water,M,Multiple major injuries,N,Afternoon,"White shark, 2.1 m [7']  based on tooth pattern",http://sharkattackfile.net/spreadsheets/pdf_directory/1958.01.27-Kerwand.pdf,White shark,16,Apr
24-Apr-1960,1960.0,Unprovoked,USA,California,"Tomales Point, Marin County",Skindiving for abalone (but at surface),M,Foot & swim fin bitten ,N,Afternoon,"White shark, 4.9 m [16'] ",http://sharkattackfile.net/spreadsheets/pdf_directory/1958.01.19-Henderson.pdf,White shark,48,Apr
22-Apr-1960,1960.0,Provoked,AUSTRALIA,Western Australia,Rottnest Island,"Fishing, hauling in a set line",M,4 fingers of left hand were lacerated by shark he had shot in the head PROVOKED INCIDENT,N,,"Bronze whaler shark, 3 m [10'], 200-lb",http://sharkattackfile.net/spreadsheets/pdf_directory/1958.01.09.R-Japan.pdf,,41.034531007934184,Apr
Reported 20-Apr-1960,1960.0,Provoked,SOUTH AFRICA,Eastern Cape Province,Port Alfred,Fishing,M,Gaffed shark bit his ankle PROVOKED INCIDENT,N,,"Raggedtooth shark, 100-lb ",http://sharkattackfile.net/spreadsheets/pdf_directory/1958.01.09-Prinsloo.pdf,Raggedtooth shark,19.113435524114628,Apr
14-Apr-1960,1960.0,Invalid,BERMUDA,"33N, 68W",Royal Canadian Navy CS2F-1 aircraft ditched in the sea 180 nautical miles WNW of Bermuda at 01h30,Floating on a raft,M,"No injury, 5 sharks bumped raft",NaN,Morning,Questionable incident,http://sharkattackfile.net/spreadsheets/pdf_directory/1958.00.00.j-Tonga.pdf,,21,Apr
14-Apr-1960,1960.0,Invalid,BERMUDA,"33N, 68W",Royal Canadian Navy CS2F-1 aircraft ditched in the sea 180 nautical miles WNW of Bermuda at 01h30,Floating on a raft,M,"No injury, 5 sharks bumped raft",NaN,Morning,Questionable incident,http://sharkattackfile.net/spreadsheets/pdf_directory/1958.00.00.j-Tonga.pdf,,34,Apr
14-Apr-1960,1960.0,Invalid,BERMUDA,"33N, 68W",Royal Canadian Navy CS2F-1 aircraft ditched in the sea 180 nautical miles WNW of Bermuda at 01h30,Floating on a raft,M,"No injury, 5 sharks bumped raft",NaN,Morning,Questionable incident,http://sharkattackfile.net/spreadsheets/pdf_directory/1958.00.00.j-Tonga.pdf,,24,Apr
14-Apr-1960,1960.0,Invalid,BERMUDA,"33N, 68W",Royal Canadian Navy CS2F-1 aircraft ditched in the sea 180 nautical miles WNW of Bermuda at 01h30,Floating on a raft,M,"No injury, 5 sharks bumped raft",NaN,Morning,Questionable incident,http://sharkattackfile.net/spreadsheets/pdf_directory/1958.00.00.j-Tonga.pdf,,35,Apr
12-Apr-1960,1960.0,Unprovoked,AUSTRALIA,New South Wales,"Horseshoe Bay, near Kempsey",Surfing,M,Right arm & side bruised,N,,"White shark, 3.7 m [12'] ",http://sharkattackfile.net/spreadsheets/pdf_directory/1958.00.00.i-Otiai.pdf,White shark,17,Apr
10-Apr-1960,1960.0,Provoked,AUSTRALIA,Western Australia,Off Rottnest Island,"Spearfishing, shot a sandtiger shark. Cord to spear tangled round his legs & a wave washed him onto a reef.",M,"Bruises & minor injuries from reef, not the shark PROVOKED INCIDENT",N,,"Sandtiger shark, 2.1 m [7'] ",http://sharkattackfile.net/spreadsheets/pdf_directory/1958.00.00.h-Panama.pdf,Sandtiger shark,28.71734041476583,Apr
03-Apr-1960,1960.0,Unprovoked,AUSTRALIA,Victoria,"Canadian Bay near Mount Eliza, 30 miles from Melbourne",Spearfishing,M,Minor cuts & bruises on face & neck,N,,1.5 m [5'] shark,http://sharkattackfile.net/spreadsheets/pdf_directory/1958.00.00.f-BrookerIsland.pdf,5' shark,35.542023853140186,Apr
03-Apr-1960,1960.0,Unprovoked,AUSTRALIA,New South Wales,Off Broughton Island near Port Stephens,"Speared a grouper, saw shark but it came for him instead of the fish so he fired spear into sharks mouth. Then shark took grouper but unable to swallow because of the spear in its mouth.",M,Minor injuries to hand,N,Afternoon,"Bronze whaler shark, 3.7 m [12'] identified by G.P. Whitley based on description",http://sharkattackfile.net/spreadsheets/pdf_directory/1958.00.00.e-Bulu.pdf,,23.87715671265709,Apr
01-Apr-1960,1960.0,Provoked,AUSTRALIA,South Australia,Hog Bay,Shark fishing,NaN,Hooked shark bit stern  PROVOKED INCIDENT,N,,White shark,http://sharkattackfile.net/spreadsheets/pdf_directory/1958.00.00.d-Kombe.pdf,White shark,15.899156398419183,Apr
Apr-1960,1960.0,Unprovoked,FIJI,Vanua Levu,Off the Bua coast,Fishing in shoulder-deep water,F,"FATAL, legs bitten ",Y,,nan,http://sharkattackfile.net/spreadsheets/pdf_directory/1958.00.00.c-Korem.pdf,,13.176717796020545,Apr
Apr-1960,1960.0,Provoked,PHILIPPINES,Luzon Island,Bataan,"Fishing, hooked shark towed boat out to sea, storm swamped boat",M,"FATAL, due to drowning PROVOKED INCIDENT",Y,,nan,http://sharkattackfile.net/spreadsheets/pdf_directory/1958.00.00.b-PlettenburgBay.pdf,,22.616683391141393,Apr
Apr-1960,1960.0,Boat,SOUTH AFRICA,Western Cape Province,Saldanha Bay,Fishing,NaN,Shark rammed boat & bit transom,N,,White shark (tooth fragments recovered),http://sharkattackfile.net/spreadsheets/pdf_directory/1958.00.00.a-KakatanaRiver.pdf,White shark,33.67324530869429,Apr
31-Mar-1960,1960.0,Unprovoked,USA,Florida,"Off Boca Raton Hotel & Club, Boca Raton, Palm Beach County",Treading water,M,"Ankle bitten, hand injured while striking shark",N,Afternoon,"1.2 m [4'], possibly  larger shark",http://sharkattackfile.net/spreadsheets/pdf_directory/1957.12.31-Evans.pdf,,42,Mar
28-Mar-1960,1960.0,Unprovoked,GUAM,,,"Spearfishing, carrying fish on belt",M,Thigh bitten,N,Afternoon,1.2 m [4'] shark,http://sharkattackfile.net/spreadsheets/pdf_directory/1957.12.30-Painting.pdf,4' shark,44,Mar
29-Feb-1960,1960.0,Unprovoked,AUSTRALIA,Tasmania,Ralph Bay,"Wading, fishing for flounder",M,"No injury, Robertson knocked over & Hasler brushed by a shark",N,Night,Two 2.1 m [7'] sharks,http://sharkattackfile.net/spreadsheets/pdf_directory/1957.12.26-Webster.pdf,7' shark,30,Feb
29-Feb-1960,1960.0,Unprovoked,AUSTRALIA,Tasmania,Ralph Bay,"Wading, fishing for flounder",M,"No injury, Robertson knocked over & Hasler brushed by a shark",N,Night,Two 2.1 m [7'] sharks,http://sharkattackfile.net/spreadsheets/pdf_directory/1957.12.26-Webster.pdf,7' shark,32,Feb
27-Feb-1960,1960.0,Unprovoked,NEW ZEALAND,North Island,"Mangawhai, near Wellsford",Spearfishing,M,"No injury, leg bumped by shark's tail",N,,"Bronze whaler shark,4 m [13'] ",http://sharkattackfile.net/spreadsheets/pdf_directory/1957.12.23-Berry.pdf,,22,Feb
27-Feb-1960,1960.0,Invalid,USA,Hawaii,"Between Keawakapu & Makena, Maui",Spearfishing,M,Left forearm lacerated,NaN,Morning,"According to Benjamin, the injury was inflicted by a barracuda, not a shark",http://sharkattackfile.net/spreadsheets/pdf_directory/1957.12.20-Green.pdf,,36,Feb
24-Feb-1960,1960.0,Provoked,SENEGAL,Casamance,Ziguinchor,Fishing,M,Calf bitten by shark caught in net PROVOKED INCIDENT,N,,nan,http://sharkattackfile.net/spreadsheets/pdf_directory/1957.12.18-Wherley.pdf,,51.57702040555627,Feb
19-Feb-1960,1960.0,Unprovoked,PAPUA NEW GUINEA,Central Province,"Tupuselei Village, about 40 miles east of Port Moresby",Spearfishing,M,"FATAL, legs bitten ",Y,,"Tiger shark, 3.4 m [11'] captured",http://sharkattackfile.net/spreadsheets/pdf_directory/1957.11.08-Stratocruiser.pdf,Tiger shark,26,Feb
10-Feb-1960,1960.0,Provoked,AUSTRALIA,New South Wales,Near Bondi Beach,Shark fishing,NaN,No injury to occupants. Hooked shark rammed boat  PROVOKED INCIDENT,N,,"Tiger shark, 14' ",http://sharkattackfile.net/spreadsheets/pdf_directory/1957.11.04.R-Fishing-launch.pdf,Tiger shark,35.59154445664984,Feb
07-Feb-1960,1960.0,Provoked,AUSTRALIA,New South Wales,Wattamolla National Park,Spearfishing,M,"No injury, speared shark towed Gilles 200 yards & tore hole in diving suit, and hit Dowswell's back with its tail PROVOKED INCIDENT",N,,"Grey nurse shark, 2.9 m [9'6""] ",http://sharkattackfile.net/spreadsheets/pdf_directory/1957.10.24-Keia.pdf,,20,Feb
03-Feb-1960,1960.0,Invalid,USA,Hawaii,Maui,S2F-1 airplane crashed immediately after carrier take-off,NaN,"Of crew of 4, only 1 person survived (broken legs but no shark bites). Within 20 minutes of his rescue large sharks were in area. No remains of other 3 crew recovered, and shark involvement in their deaths is questionable. ",NaN,Night,Shark involvement prior to deaths was not confirmed,http://sharkattackfile.net/spreadsheets/pdf_directory/1957.10.23-Melanesian-woman.pdf,,28.77950621032327,Feb
30-Jan-1960,1960.0,Unprovoked,PAPUA NEW GUINEA,Madang (WO),"Off Taludig Village, at mouth of the Murnass River",,M,"Lower left leg bitten, surgically amputated",N,,"3.5 m [11'6""] shark captured",http://sharkattackfile.net/spreadsheets/pdf_directory/1957.09.02-Huges.pdf,,30.459399178223805,Jan
26-Jan-1960,1960.0,Sea Disaster,,"Between Timor & Darwin, Australia",,Portuguese Airliner with 9 people aboard went down. ,NaN,"As searchers approached wreckage, sharks circled one canoe & seized oar from another.",N,,nan,http://sharkattackfile.net/spreadsheets/pdf_directory/1957.08.00-Case-Gray.pdf,,32.94641352824581,Jan
21-Jan-1960,1960.0,Boat,AUSTRALIA,South Australia,Millicent,,NaN,"No injury to occupants, shark lifted boat",N,,Blue pointer,http://sharkattackfile.net/spreadsheets/pdf_directory/1957.07.24-Murray.pdf,,27.25061900689445,Jan
16-Jan-1960,1960.0,Unprovoked,AUSTRALIA,New South Wales,"Just below Roseville Bridge, opposite Killarney picnic reserve, Middle Harbor, Sydney",Free diving,M,"FATAL, right leg severed above knee, surgically amputated but died 9 days later ",Y,Afternoon,Bull shark,http://sharkattackfile.net/spreadsheets/pdf_directory/1957.07.15-Rupert-Wade.pdf,Bull shark,13,Jan
13-Jan-1960,1960.0,Provoked,AUSTRALIA,Western Australia,Geraldton,"Fishing, lifting shark out of craypot",M,Upper leg bitten PROVOKED INCIDENT,N,,Wobbegong shark,http://sharkattackfile.net/spreadsheets/pdf_directory/1957.07.09-Kris.pdf,Wobbegong shark,32.26847417522892,Jan
07-Jan-1960,1960.0,Boat,AUSTRALIA,Tasmania,Eaglehawk Neck,Setting crayfish pots,NaN,"No injury to occupant, shark rammed boat",N,Morning,4.9 m [16'] shark,http://sharkattackfile.net/spreadsheets/pdf_directory/1957.06.21-Tropical.pdf,16' shark,15.069362547831407,Jan
01-Jan-1960,1960.0,Provoked,SOUTH AFRICA,Western Cape Province,Muizenberg,"Standing, watching seine netters",F,Left leg bitten by shark that escaped net  PROVOKED INCIDENT,N,,nan,http://sharkattackfile.net/spreadsheets/pdf_directory/1957.05.11-Higgins.pdf,,10.878819118897958,Jan
1960,1960.0,Unprovoked,NICARAGUA ,Pacific coast,San Jan del Sur,Bathing,M,Survived,N,Morning,3.7 m to 4.6 m [12' to 15'] shark,http://sharkattackfile.net/spreadsheets/pdf_directory/1957.05.07.R-Sevo.pdf,15' shark,52.67470342779734,NaN
1960,1960.0,Unprovoked,GRENADA,St. Georges ,Black Point Bay,Spearfishing,M,Toe bitten,N,,nan,http://sharkattackfile.net/spreadsheets/pdf_directory/1957.05.00-St-Marks.pdf,,9,NaN
Early summer 1960,1960.0,Invalid,CARIBBEAN SEA,,"Between Key West, Florida & Guantanamo Bay, Cuba",Aircraft crashed into sea,M,"Questionable. Recovered flight gear was ""completely shredded by sharks"" but pilot may have died when plane hit the water,",NaN,,Shark involvement prior to death was not confirmed,http://sharkattackfile.net/spreadsheets/pdf_directory/1957.04.28-Savino_Collier.pdf,,23.545714543456327,NaN
